order_id,payment_type,payment_installments,payment_value
ORD0002837,debit_card,7,946.03
ORD0002838,voucher,10,956.29
ORD0002839,boleto,1,375.7
ORD0002840,credit_card,7,1060.36
ORD0002840,credit_card,7,494.71
ORD0002841,voucher,7,75.79
ORD0002842,boleto,1,74.67
ORD0002843,voucher,6,624.57
ORD0002844,debit_card,4,1352.53
ORD0002845,boleto,3,890.44
ORD0002846,voucher,10,1482.24
ORD0002847,debit_card,8,368.76
ORD0002848,boleto,4,905.37
ORD0002849,boleto,2,382.16
ORD0002850,debit_card,1,194.13
ORD0002851,debit_card,8,975.17
ORD0002852,debit_card,2,1307.35
ORD0002852,credit_card,2,1406.3
ORD0002853,debit_card,9,1207.98
ORD0002854,boleto,7,415.13
ORD0002854,credit_card,7,101.08
ORD0002855,debit_card,6,741.41
ORD0002856,boleto,5,1457.37
ORD0002857,credit_card,3,1405.89
ORD0002858,voucher,9,283.9
ORD0002859,credit_card,8,304.36
ORD0002860,voucher,7,844.55
ORD0002861,credit_card,8,410.2
ORD0002862,boleto,5,1268.64
ORD0002863,voucher,8,1346.86
ORD0002863,credit_card,8,1326.53
ORD0002864,credit_card,8,108.16
ORD0002865,boleto,2,845.73
ORD0002866,credit_card,7,267.45
ORD0002867,boleto,4,407.89
ORD0002868,credit_card,2,274.14
ORD0002868,credit_card,2,128.79
ORD0002869,debit_card,2,56.77
ORD0002870,boleto,3,1380.24
ORD0002871,boleto,10,698.72
ORD0002872,debit_card,10,1391.47
ORD0002873,boleto,4,239.8
ORD0002874,credit_card,4,1354.66
ORD0002875,boleto,4,823.35
ORD0002875,voucher,4,261.26
ORD0002876,credit_card,1,596.0
ORD0002877,credit_card,5,735.16
ORD0002878,debit_card,9,84.76
ORD0002879,boleto,10,390.95
ORD0002880,credit_card,10,961.47
ORD0002881,credit_card,10,1299.36
ORD0002882,credit_card,7,1244.55
ORD0002883,credit_card,6,1015.17
ORD0002884,boleto,1,1165.15
ORD0002885,boleto,10,696.65
ORD0002886,debit_card,10,258.6
ORD0002887,boleto,6,873.51
ORD0002888,voucher,8,488.15
ORD0002889,credit_card,1,1125.44
ORD0002890,credit_card,5,1372.62
ORD0002891,voucher,9,636.3
ORD0002892,debit_card,1,1188.63
ORD0002893,boleto,10,194.15
ORD0002894,boleto,9,1146.03
ORD0002895,debit_card,3,920.87
ORD0002896,voucher,6,518.95
ORD0002897,voucher,9,423.24
ORD0002898,boleto,3,665.32
ORD0002899,debit_card,2,291.33
ORD0002900,credit_card,4,1412.73
ORD0002901,credit_card,9,904.02
ORD0002902,voucher,4,930.37
ORD0002903,voucher,1,546.33
ORD0002904,credit_card,3,544.11
ORD0002905,boleto,8,787.16
ORD0002906,credit_card,10,974.58
ORD0002907,boleto,2,198.28
ORD0002908,debit_card,8,358.18
ORD0002909,voucher,10,449.74
ORD0002910,boleto,3,32.99
ORD0002910,boleto,3,1319.04
ORD0002911,debit_card,8,885.75
ORD0002912,credit_card,8,1269.15
ORD0002913,debit_card,3,302.08
ORD0002914,boleto,4,1475.67
ORD0002914,credit_card,4,100.38
ORD0002915,credit_card,4,1265.38
ORD0002916,credit_card,9,94.81
ORD0002917,boleto,9,186.29
ORD0002918,boleto,1,1281.16
ORD0002919,debit_card,9,777.3
ORD0002920,credit_card,5,708.91
ORD0002921,debit_card,3,563.15
ORD0002922,debit_card,2,280.75
ORD0002923,voucher,3,1385.17
ORD0002924,boleto,6,775.0
ORD0002925,credit_card,8,489.64
ORD0002925,voucher,8,255.21
ORD0002926,voucher,1,832.6
ORD0002927,boleto,3,714.88
ORD0002928,debit_card,9,507.46
ORD0002929,debit_card,10,337.35
ORD0002930,voucher,3,1386.63
ORD0002931,voucher,1,738.31
ORD0002932,voucher,9,247.61
ORD0002933,credit_card,10,41.53
ORD0002934,credit_card,4,1432.24
ORD0002935,credit_card,7,913.18
ORD0002936,debit_card,7,981.08
ORD0002937,credit_card,4,257.61
ORD0002938,boleto,10,1390.01
ORD0002939,voucher,1,414.67
ORD0002939,boleto,1,323.18
ORD0002940,voucher,8,130.7
ORD0002941,credit_card,9,1130.21
ORD0002942,boleto,5,1033.97
ORD0002943,voucher,2,144.09
ORD0002944,credit_card,4,502.21
ORD0002945,credit_card,10,1082.96
ORD0002946,debit_card,6,241.26
ORD0002947,voucher,7,979.61
ORD0002948,debit_card,2,208.57
ORD0002948,boleto,2,594.07
ORD0002949,debit_card,4,230.99
ORD0002950,credit_card,5,871.36
ORD0002951,voucher,4,856.05
ORD0002952,voucher,6,414.2
ORD0002953,voucher,1,1097.97
ORD0002954,boleto,7,1035.32
ORD0002955,debit_card,3,50.63
ORD0002955,debit_card,3,1168.11
ORD0002956,debit_card,3,839.45
ORD0002957,voucher,1,459.76
ORD0002958,debit_card,1,1454.65
ORD0002959,debit_card,10,1032.81
ORD0002960,debit_card,7,1410.85
ORD0002961,voucher,4,1233.57
ORD0002962,credit_card,6,474.12
ORD0002963,voucher,3,266.74
ORD0002964,credit_card,6,1312.37
ORD0002965,boleto,6,914.07
ORD0002966,credit_card,4,1468.34
ORD0002967,voucher,4,1273.63
ORD0002968,voucher,9,999.58
ORD0002968,voucher,9,132.4
ORD0002969,boleto,2,1396.09
ORD0002970,credit_card,3,1358.17
ORD0002971,credit_card,4,461.84
ORD0002972,voucher,7,466.37
ORD0002973,debit_card,9,1111.28
ORD0002974,voucher,2,1457.19
ORD0002974,credit_card,2,198.75
ORD0002975,credit_card,2,737.19
ORD0002975,voucher,2,1361.6
ORD0002976,debit_card,9,194.25
ORD0002977,credit_card,6,1391.73
ORD0002978,credit_card,2,92.52
ORD0002979,credit_card,9,1296.6
ORD0002980,credit_card,7,533.14
ORD0002981,voucher,1,705.13
ORD0002982,boleto,1,947.59
ORD0002983,credit_card,2,1365.74
ORD0002984,debit_card,3,134.05
ORD0002985,debit_card,7,1470.74
ORD0002985,credit_card,7,662.46
ORD0002986,credit_card,8,1146.49
ORD0002987,debit_card,6,1454.85
ORD0002988,voucher,7,1430.41
ORD0002989,credit_card,10,508.94
ORD0002990,boleto,5,721.6
ORD0002991,credit_card,1,170.57
ORD0002992,voucher,2,311.82
ORD0002993,voucher,7,432.64
ORD0002994,debit_card,2,262.93
ORD0002995,boleto,1,29.47
ORD0002995,voucher,1,1017.97
ORD0002996,credit_card,3,799.58
ORD0002997,credit_card,6,1299.84
ORD0002998,boleto,9,118.71
ORD0002999,boleto,7,1039.73
